filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,ExtracellularBackground,RawMitoIntDen,RawMitoMean,MitoVolume_um3,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY027 25C 15 01 m-50.csv,201000000,952.58,251.8,GTY027 25C 15,667.63,8507260.95,1621.440677857714,6.255,60259015.70504746,5010570.076425633,0.0831505463174357,953.810677857714,-50,25
GTY027 25C 15 02 m-25.csv,213000000,908.13,279.63,GTY027 25C 15,667.63,3022247.31,1263.5191611091611,2.849,56480234.3159486,1425790.0562694215,0.025244053491237272,595.8891611091611,-25,25
GTY027 25C 15 02 m-35.csv,213000000,908.13,279.63,GTY027 25C 15,667.63,3455227.35,1258.7411842105262,3.268,56480234.3159486,1622366.129167716,0.02872449360057985,591.1111842105262,-35,25
GTY027 25C 15 02 m-50.csv,213000000,908.13,279.63,GTY027 25C 15,667.63,4436433.25,1258.425244455044,4.193,56480234.3159486,2080460.6198034766,0.036835198100727544,590.7952444550441,-50,25
GTY027 25C 15 03 m-25.csv,218000000,880.99,294.41,GTY027 25C 15,667.63,4772802.81,1352.3431493815413,4.204,52754948.85361552,2417514.134542705,0.04582535263659956,684.7131493815413,-25,25
GTY027 25C 15 03 m-35.csv,218000000,880.99,294.41,GTY027 25C 15,667.63,5373467.19,1350.7602071443669,4.731,52754948.85361552,2714276.484420928,0.05145065142518676,683.1302071443669,-35,25
GTY027 25C 15 03 m-50.csv,218000000,880.99,294.41,GTY027 25C 15,667.63,6517419.13,1341.5926259304138,5.777,52754948.85361552,3269910.212480054,0.061983004126369326,673.9626259304138,-50,25
GTY027 25C 15 04 m-25.csv,188000000,901.32,249,GTY027 25C 15,667.63,2370982.83,1606.3271154392141,1.7610999999999999,48869412.95036534,1388376.156882506,0.02840992091091053,938.6971154392141,-25,25
GTY027 25C 15 04 m-35.csv,188000000,901.32,249,GTY027 25C 15,667.63,2886507.65,1583.2935438903203,2.1736,48869412.95036534,1671526.2274292433,0.03420393506930283,915.6635438903203,-35,25
GTY027 25C 15 04 m-50.csv,188000000,901.32,249,GTY027 25C 15,667.63,3881076.1799999997,1540.123944422231,3.0012,48869412.95036534,2199150.7734945826,0.045000556395636875,872.493944422231,-50,25
GTY027 25C 15 05 m-25.csv,146000000,822.76,212.01,GTY027 25C 15,667.63,2928631.04,1215.213735612138,2.867,27621660.619803473,1318487.0832283527,0.047733809396059895,547.583735612138,-25,25
GTY027 25C 15 05 m-35.csv,146000000,822.76,212.01,GTY027 25C 15,667.63,3295367.09,1203.5480835380836,3.256,27621660.619803473,1465481.884605694,0.05305553148223863,535.9180835380836,-35,25
GTY027 25C 15 05 m-50.csv,146000000,822.76,212.01,GTY027 25C 15,667.63,4068784.11,1182.085911197853,4.099,27621660.619803473,1771021.0632401102,0.06411711039452743,514.455911197853,-50,25
GTY027 25C 15 m-25.csv,195000000,791.28,293.41,GTY027 25C,676.88,3471152.2199999997,970.9907616361074,4.254,28190227.59721172,1050766.0871756116,0.03727412570729093,294.11076163610744,-25,25
GTY027 25C 15 m-35.csv,195000000,791.28,293.41,GTY027 25C,676.88,3949739.73,966.885878962536,4.8580000000000005,28190227.59721172,1183210.3468547913,0.04197235878194265,290.00587896253603,-35,25
GTY027 25C 15 m-50.csv,195000000,791.28,293.41,GTY027 25C,676.88,4944898.95,961.1231483597193,6.127,28190227.59721172,1462633.5516922818,0.05188441798309391,284.24314835971927,-50,25
GTY027 25C 16 01 m-25.csv,223000000,936.06,283.25,GTY027 25C 16,659.5,4154701.2199999997,1385.389383671067,3.5679,65789552.36415552,2175107.6946334084,0.03306159741890088,725.889383671067,-25,25
GTY027 25C 16 01 m-35.csv,223000000,936.06,283.25,GTY027 25C 16,659.5,4738895.58,1367.197239873878,4.123,65789552.36415552,2450521.306794322,0.037247879317225036,707.6972398738781,-35,25
GTY027 25C 16 01 m-50.csv,223000000,936.06,283.25,GTY027 25C 16,659.5,5858568.2,1345.6939433089087,5.186,65789552.36415552,2988663.6348366514,0.045427632921013476,686.1939433089087,-50,25
GTY027 25C 16 03 m-25.csv,216000000,914.56,281.53,GTY027 25C 16,659.5,2469385.63,1264.4890582074174,2.3296,60306577.4754346,1183658.7805492564,0.01962735791185315,604.9890582074174,-25,25
GTY027 25C 16 03 m-35.csv,216000000,914.56,281.53,GTY027 25C 16,659.5,2837760.55,1256.7645572916665,2.688,60306577.4754346,1348322.1046443267,0.022357795137579396,597.2645572916665,-35,25
GTY027 25C 16 03 m-50.csv,216000000,914.56,281.53,GTY027 25C 16,659.5,3616328.51,1243.5409132947977,3.46,60306577.4754346,1697137.4485596707,0.028141829956292677,584.0409132947977,-50,25
GTY027 25C 16 04 m-25.csv,179000000,862.57,247.45,GTY027 25C 16,659.5,3728107.19,1253.1015887323945,3.5500000000000003,42201790.1234568,1769787.217603091,0.041936306787597605,593.6015887323945,-25,25
GTY027 25C 16 04 m-35.csv,179000000,862.57,247.45,GTY027 25C 16,659.5,4175478.2699999996,1247.8111370481927,3.984,42201790.1234568,1968448.450491307,0.04664371925297062,588.3111370481927,-35,25
GTY027 25C 16 04 m-50.csv,179000000,862.57,247.45,GTY027 25C 16,659.5,4982479.5,1236.8811955842534,4.801,42201790.1234568,2328048.3077181494,0.055164681424832794,577.3811955842534,-50,25
GTY027 25C 18 01 m-25.csv,132000000,949.64,165.26,GTY027 25C 18,675.56,1624186.5,983.9698470948013,1.9620000000000002,38040195.515243135,508188.5613504663,0.013359252087619513,308.4098470948013,-25,25
GTY027 25C 18 01 m-35.csv,132000000,949.64,165.26,GTY027 25C 18,675.56,1814802.7599999998,987.3731261425962,2.1879999999999997,38040195.515243135,572979.8605862103,0.015062484638298212,311.8131261425963,-35,25
GTY027 25C 18 01 m-50.csv,132000000,949.64,165.26,GTY027 25C 18,675.56,2169225.38,987.8056596558317,2.615,38040195.515243135,685749.8950197365,0.0180269813477943,312.2456596558318,-50,25
GTY027 25C 18 02 m-25.csv,166000000,993.27,199.31,GTY027 25C 18,675.56,1944971.5399999998,1099.4879442624508,2.1063,53181137.23020072,749911.3370286388,0.014101077488857762,423.92794426245086,-25,25
GTY027 25C 18 02 m-35.csv,166000000,993.27,199.31,GTY027 25C 18,675.56,2419289.93,1093.853287692016,2.6365,53181137.23020072,926203.2863021754,0.017416011287855634,418.29328769201607,-35,25
GTY027 25C 18 02 m-50.csv,166000000,993.27,199.31,GTY027 25C 18,675.56,3345837.63,1088.4537291928177,3.6646,53181137.23020072,1270757.000083984,0.023894882025244497,412.8937291928178,-50,25
GTY027 25C 18 03 m-25.csv,218000000,976.51,266.28,GTY027 25C 18,675.56,4096137.3499999996,950.0348490749756,5.135,67302398.58906525,1183697.2789115645,0.017587742840176904,274.4748490749756,-25,25
GTY027 25C 18 03 m-35.csv,218000000,976.51,266.28,GTY027 25C 18,675.56,4576997.88,950.3237685201324,5.737,67302398.58906525,1323859.695977156,0.019670319687421157,274.76376852013243,-35,25
GTY027 25C 18 03 m-50.csv,218000000,976.51,266.28,GTY027 25C 18,675.56,5518839,952.526962190352,6.903,67302398.58906525,1605696.5986394559,0.023857940167088434,276.9669621903521,-50,25
GTY027 25C 18 04 m-25.csv,209000000,980.5,254.4,GTY027 25C 18,675.56,2579236.41,900.2634122807018,3.42,65152209.62459058,645406.6263542456,0.009906135648707882,224.70341228070185,-25,25
GTY027 25C 18 04 m-35.csv,209000000,980.5,254.4,GTY027 25C 18,675.56,2893390.85,905.0097136100893,3.806,65152209.62459058,733422.0290585371,0.011257055336795815,229.44971361008936,-35,25
GTY027 25C 18 04 m-50.csv,209000000,980.5,254.4,GTY027 25C 18,675.56,3610784.2199999997,910.8432212351947,4.728,65152209.62459058,934256.3786008237,0.014339596216061484,235.2832212351948,-50,25
GTY027 25C 18 05 m-25.csv,183000000,962.74,226.29,GTY027 25C 18,675.56,1965398.1,1035.0838063660478,2.262,54577947.59385236,682995.5908289244,0.012514131090298763,359.5238063660479,-25,25
GTY027 25C 18 05 m-35.csv,183000000,962.74,226.29,GTY027 25C 18,675.56,2307898.81,1041.6384705882354,2.6350000000000002,54577947.59385236,810125.7831527676,0.014843463685761973,366.0784705882354,-35,25
GTY027 25C 18 05 m-50.csv,183000000,962.74,226.29,GTY027 25C 18,675.56,2967999.34,1039.2999794057075,3.399,54577947.59385236,1038340.6315612666,0.019024911660075413,363.7399794057076,-50,25
GTY027 25C 19 01 m-25.csv,294000000,1004.86,348.87,GTY027 25C 19,671.26,7196955.25,1441.950218634376,5.946,97743371.12622827,3848596.657428403,0.039374502977375596,770.6902186343759,-25,25
GTY027 25C 19 01 m-35.csv,294000000,1004.86,348.87,GTY027 25C 19,671.26,8191272.57,1438.0399483775811,6.78,97743371.12622827,4366144.326866549,0.04466946736702993,766.7799483775811,-35,25
GTY027 25C 19 01 m-50.csv,294000000,1004.86,348.87,GTY027 25C 19,671.26,10386493.129999999,1426.1592245650422,8.679,97743371.12622827,5502452.649701857,0.05629489331400132,754.8992245650422,-50,25
GTY027 25C 19 02 m-25.csv,176000000,954.52,219.97,GTY027 25C 19,671.26,4318645.140000001,1405.7311960677227,3.662,52329471.90728143,2258867.4897119347,0.04316625808328906,734.4711960677228,-25,25
GTY027 25C 19 02 m-35.csv,176000000,954.52,219.97,GTY027 25C 19,671.26,4771675.5,1405.5689579207922,4.04,52329471.90728143,2491482.4808935924,0.04761145851630337,734.3089579207922,-35,25
GTY027 25C 19 02 m-50.csv,176000000,954.52,219.97,GTY027 25C 19,671.26,5766399.2,1401.2766346742903,4.897,52329471.90728143,3002344.3856554967,0.05737387128567092,730.0166346742903,-50,25
GTY027 25C 19 03 m-25.csv,363000000,1034.62,417.75,GTY027 25C 19,671.26,5442005.96,1712.4235790668815,3.7873,127482690.85411939,3311664.418409339,0.02597736521108527,1041.1635790668815,-25,25
GTY027 25C 19 03 m-35.csv,363000000,1034.62,417.75,GTY027 25C 19,671.26,6467633.67,1696.644344806297,4.5353,127482690.85411939,3905623.2627865956,0.030636498465943636,1025.3843448062971,-35,25
GTY027 25C 19 03 m-50.csv,363000000,1034.62,417.75,GTY027 25C 19,671.26,8707883.57,1671.0983115879,6.2082,127482690.85411939,5213064.75686571,0.04089233386853364,999.8383115879001,-50,25
GTY027 25C 19 04 m-25.csv,166000000,973.19,203.21,GTY027 25C 19,671.26,2993414.74,1579.6345257837095,2.2553,51528676.66078778,1720548.4740068866,0.03339011566963425,908.3745257837095,-25,25
GTY027 25C 19 04 m-35.csv,166000000,973.19,203.21,GTY027 25C 19,671.26,3558437.5300000003,1567.6511107826473,2.7062,51528676.66078778,2037300.4316788442,0.03953721623961645,896.3911107826473,-35,25
GTY027 25C 19 04 m-50.csv,166000000,973.19,203.21,GTY027 25C 19,671.26,4671648.59,1535.7210511489175,3.6208,51528676.66078778,2628739.8790627364,0.051015086150332886,864.4610511489175,-50,25
GTY027 25C 19 05 m-25.csv,273000000,968.73,336.06,GTY027 25C 19,671.26,8324187.61,1354.9368261344996,7.316000000000001,83957141.34542707,4200705.181825817,0.05003392343413344,683.6768261344996,-25,25
GTY027 25C 19 05 m-35.csv,273000000,968.73,336.06,GTY027 25C 19,671.26,9397336.23,1348.4794348716714,8.299,83957141.34542707,4720117.653481146,0.05622056179903795,677.2194348716714,-35,25
GTY027 25C 19 05 m-50.csv,273000000,968.73,336.06,GTY027 25C 19,671.26,11593195.82,1340.7114606195978,10.297,83957141.34542707,5789318.627697992,0.06895564254479374,669.4514606195978,-50,25
GTY027 25C 2 01 m-25.csv,265000000,956.68,330.44,GTY027 25C 2,669.72,4514099.22,1461.8735382104978,3.677,79636400.77265471,2446248.895607626,0.030717722949222124,792.1535382104978,-25,25
GTY027 25C 2 01 m-35.csv,265000000,956.68,330.44,GTY027 25C 2,669.72,5173415.13,1462.7198195203039,4.211,79636400.77265471,2804503.4349542283,0.03521635091169552,792.9998195203038,-35,25
GTY027 25C 2 01 m-50.csv,265000000,956.68,330.44,GTY027 25C 2,669.72,6451557.5,1457.935688804554,5.2700000000000005,79636400.77265471,3488617.3511379864,0.0438068184560131,788.215688804554,-50,25
GTY027 25C 2 02 m-25.csv,192000000,998.52,229.47,GTY027 25C 2,669.72,3495886.56,1554.4026738227924,2.6737,63365865.457294025,1986542.4246241709,0.03135035575207315,884.6826738227924,-25,25
GTY027 25C 2 02 m-35.csv,192000000,998.52,229.47,GTY027 25C 2,669.72,4258975.7,1533.6881676342525,3.3072,63365865.457294025,2399693.897707231,0.03787045091847637,863.9681676342525,-35,25
GTY027 25C 2 02 m-50.csv,192000000,998.52,229.47,GTY027 25C 2,669.72,5817057.4399999995,1505.7674075685081,4.598,63365865.457294025,3228475.6697740825,0.05094976051340989,836.0474075685081,-50,25
GTY027 25C 2 03 m-25.csv,231000000,942.05,292.58,GTY027 25C 2,669.72,5567305.06,1282.7770451462895,5.161,66917201.14218525,2657249.8614260517,0.03970951886914612,613.0570451462895,-25,25
GTY027 25C 2 03 m-35.csv,231000000,942.05,292.58,GTY027 25C 2,669.72,6218876.29,1276.4286391042206,5.805,66917201.14218525,2957876.585201982,0.04420203676655729,606.7086391042205,-35,25
GTY027 25C 2 03 m-50.csv,231000000,942.05,292.58,GTY027 25C 2,669.72,7479989.31,1270.8038356164384,7.008,66917201.14218525,3537747.140337616,0.052867530021475845,601.0838356164384,-50,25
GTY027 25C 2 04 m-25.csv,189000000,971.8,231.17,GTY027 25C 2,669.72,3024295.81,1373.343097456656,2.6186000000000003,58647714.45368268,1547415.338036449,0.026384921432164723,703.6230974566561,-25,25
GTY027 25C 2 04 m-35.csv,189000000,971.8,231.17,GTY027 25C 2,669.72,3766722.14,1376.2659378447956,3.2628,58647714.45368268,1936103.2048374896,0.03301242380666917,706.5459378447956,-35,25
GTY027 25C 2 04 m-50.csv,189000000,971.8,231.17,GTY027 25C 2,669.72,5263037.4,1375.9418332820674,4.551399999999999,58647714.45368268,2699502.8571428577,0.04602912291279148,706.2218332820673,-50,25
GTY027 25C 2 05 m-25.csv,196000000,943.13,247.47,GTY027 25C 2,669.72,3982880.6999999997,1264.002832,3.75,56824366.0871756,1871639.0526581,0.0329372623319154,594.2828319999999,-25,25
GTY027 25C 2 05 m-35.csv,196000000,943.13,247.47,GTY027 25C 2,669.72,4495566.29,1257.5093046746538,4.257,56824366.0871756,2101468.9426387846,0.036981828172352536,587.7893046746537,-35,25
GTY027 25C 2 05 m-50.csv,196000000,943.13,247.47,GTY027 25C 2,669.72,5739457.07,1245.2791561873519,5.487,56824366.0871756,2652299.5632821023,0.04667539201780354,575.5591561873518,-50,25
GTY027 25C 20 01 m-25.csv,167000000,807.13,245.82,GTY027 25C 20,684.89,4565950.55,962.8038954827281,5.645,25236446.460065506,1317564.4074913915,0.052208792928763695,277.9138954827281,-25,25
GTY027 25C 20 01 m-35.csv,167000000,807.13,245.82,GTY027 25C 20,684.89,5286995.47,957.3457351154312,6.5840000000000005,25236446.460065506,1506549.5590828918,0.05969737306188794,272.45573511543125,-35,25
GTY027 25C 20 01 m-50.csv,167000000,807.13,245.82,GTY027 25C 20,684.89,7796887.01,940.4680700297698,9.8758,25236446.460065506,2119793.3182161762,0.08399729817629299,255.57807002976983,-50,25
GTY027 25C 20 02 m-25.csv,320000000,860.12,443.28,GTY027 25C 20,684.89,3462477.3899999997,1000.4013234579892,4.118,65235537.41496599,1091186.3861594016,0.01672687049726163,315.5113234579892,-25,25
GTY027 25C 20 02 m-35.csv,320000000,860.12,443.28,GTY027 25C 20,684.89,4363629.27,999.4635691596881,5.194500000000001,65235537.41496599,1372346.0191483998,0.02103678567739619,314.5735691596881,-35,25
GTY027 25C 20 02 m-50.csv,320000000,860.12,443.28,GTY027 25C 20,684.89,7269064.27,999.0449295514392,8.6588,65235537.41496599,2284542.457378014,0.03501990706148313,314.1549295514392,-50,25
GTY027 25C 20 03 m-25.csv,182000000,812.89,266.98,GTY027 25C 20,684.89,3480926.57,950.8114757860913,4.357,28700293.94473839,973057.7559418827,0.033904104181492985,265.92147578609126,-25,25
GTY027 25C 20 03 m-35.csv,182000000,812.89,266.98,GTY027 25C 20,684.89,4297914.26,949.6263695450324,5.385,28700293.94473839,1197283.404719912,0.041716764539946785,264.7363695450324,-35,25
GTY027 25C 20 03 m-50.csv,182000000,812.89,266.98,GTY027 25C 20,684.89,6489119.91,960.3699726606188,8.047,28700293.94473839,1861751.356345007,0.06486872085455839,275.47997266061884,-50,25
GTY027 25C 20 04 m-25.csv,161000000,818.19,233.79,GTY027 25C 20,684.89,1020639.84,963.7478557273089,1.2615,26173013.353489555,295438.9728731,0.011287923514306013,278.8578557273089,-25,25
GTY027 25C 20 04 m-35.csv,161000000,818.19,233.79,GTY027 25C 20,684.89,1358255,958.5350477206711,1.6869,26173013.353489555,387681.05400184763,0.014812243770553821,273.6450477206711,-35,25
GTY027 25C 20 04 m-50.csv,161000000,818.19,233.79,GTY027 25C 20,684.89,2290964.43,954.56514958536,2.8579,26173013.353489555,647270.1856051065,0.024730441881611172,269.67514958536003,-50,25
GTY027 25C 20 05 m-25.csv,154000000,788.02,232.84,GTY027 25C 20,684.89,763174.19,1031.3343262572369,0.8809,20166951.54111027,256305.3724699756,0.012709177782645924,346.44432625723687,-25,25
GTY027 25C 20 05 m-35.csv,154000000,788.02,232.84,GTY027 25C 20,684.89,1158413.46,1016.9911399498598,1.3562,20166951.54111027,378261.1623414796,0.018756486897407144,332.10113994985977,-35,25
GTY027 25C 20 05 m-50.csv,154000000,788.02,232.84,GTY027 25C 20,684.89,2367926.42,992.8868237776995,2.843,20166951.54111027,735395.1205173426,0.03646535863480615,307.99682377769955,-50,25
GTY027 25C 20 06 m-25.csv,191000000,833.68,272.1,GTY027 25C 20,684.89,3160388.31,1021.7748368944707,3.6786000000000003,34001645.25069286,1040786.5633660872,0.030609888306651244,336.8848368944707,-25,25
GTY027 25C 20 06 m-35.csv,191000000,833.68,272.1,GTY027 25C 20,684.89,4278053.37,1018.4712849664322,5.0047999999999995,34001645.25069286,1402122.7975140673,0.04123691036643281,333.58128496643224,-35,25
GTY027 25C 20 06 m-50.csv,191000000,833.68,272.1,GTY027 25C 20,684.89,7273059.45,1014.0750134016879,8.5437,34001645.25069286,2362020.6592760566,0.06946783433157327,329.1850134016879,-50,25
GTY027 25C 20 07 m-25.csv,160000000,771.96,246.02,GTY027 25C 20,684.89,1759694.9000000001,886.491744742076,2.3631,17990225.41362225,400105.04997060535,0.022240135449756216,201.601744742076,-25,25
GTY027 25C 20 07 m-35.csv,160000000,771.96,246.02,GTY027 25C 20,684.89,2352368.57,875.4617748240814,3.1975,17990225.41362225,511760.5190224241,0.028446587369323213,190.57177482408144,-35,25
GTY027 25C 20 07 m-50.csv,160000000,771.96,246.02,GTY027 25C 20,684.89,3899548.88,861.3920971629891,5.393,17990225.41362225,799425.3884269759,0.04443665212897493,176.50209716298912,-50,25
GTY027 25C 3 01 m-25.csv,220000000,915.26,285.8,GTY027 25C 3,668.45,3837605.57,1324.7183932714618,3.448,59241033.0057949,1900405.996472663,0.03207921773218855,656.2683932714617,-25,25
GTY027 25C 3 01 m-35.csv,220000000,915.26,285.8,GTY027 25C 3,668.45,4413608.82,1316.705032548823,3.994,59241033.0057949,2174460.9053497934,0.03670531715976475,648.255032548823,-35,25
GTY027 25C 3 01 m-50.csv,220000000,915.26,285.8,GTY027 25C 3,668.45,5556298.38,1303.025047355959,5.068,59241033.0057949,2700954.3461829177,0.045592627426309616,634.575047355959,-50,25
GTY027 25C 3 02 m-25.csv,164000000,926.45,211.34,GTY027 25C 3,668.45,2173692.36,1274.894869218265,2.0301,45792995.71680524,1033966.3466868227,0.02257913749694639,606.444869218265,-25,25
GTY027 25C 3 02 m-35.csv,164000000,926.45,211.34,GTY027 25C 3,668.45,2642985.91,1265.1912570281124,2.49,45792995.71680524,1247909.4062316285,0.02725109783052842,596.7412570281124,-35,25
GTY027 25C 3 02 m-50.csv,164000000,926.45,211.34,GTY027 25C 3,668.45,3498591.81,1251.7520252403847,3.3280000000000003,45792995.71680524,1630325.9763164527,0.035602081733171066,583.3020252403846,-50,25
GTY027 25C 3 03 m-25.csv,201000000,925.64,258.42,GTY027 25C 3,668.45,3927013.48,1213.4910453955902,3.855,55818459.561602406,1764620.1646090532,0.03161355899944859,545.0410453955901,-25,25
GTY027 25C 3 03 m-35.csv,201000000,925.64,258.42,GTY027 25C 3,668.45,4502337.01,1216.3288550658792,4.402,55818459.561602406,2025499.890820526,0.036287276767019025,547.8788550658792,-35,25
GTY027 25C 3 03 m-50.csv,201000000,925.64,258.42,GTY027 25C 3,668.45,5677085.9799999995,1225.6158360536815,5.514,55818459.561602406,2580173.3602082804,0.046224374167129205,557.1658360536815,-50,25
GTY027 25C 3 04 m-25.csv,174000000,882.28,235.44,GTY027 25C 3,668.45,2901432.7800000003,1255.5094834485267,2.749,42281124.71655327,1355359.4692197863,0.032055899134801315,587.0594834485266,-25,25
GTY027 25C 3 04 m-35.csv,174000000,882.28,235.44,GTY027 25C 3,668.45,3262510.76,1248.0807793457343,3.118,42281124.71655327,1517837.2134038794,0.03589869530622109,579.6307793457343,-35,25
GTY027 25C 3 04 m-50.csv,174000000,882.28,235.44,GTY027 25C 3,668.45,4015402.44,1235.904275362319,3.864,42281124.71655327,1841474.1916519694,0.04355310328182976,567.4542753623189,-50,25
GTY027 25C 3 05 m-25.csv,217000000,898.95,287.15,GTY027 25C 3,668.45,4916340.77,1290.3817434428038,4.537,55587532.543881744,2369786.109011506,0.04263161181224867,621.9317434428037,-25,25
GTY027 25C 3 05 m-35.csv,217000000,898.95,287.15,GTY027 25C 3,668.45,5442313.93,1283.851285204284,5.042,55587532.543881744,2605906.844713194,0.04687934012282424,615.401285204284,-35,25
GTY027 25C 3 05 m-50.csv,217000000,898.95,287.15,GTY027 25C 3,668.45,6516554.75,1271.7704883644706,6.102,55587532.543881744,3091846.4936591913,0.055621222100808936,603.3204883644705,-50,25
GTY027 25C 5 01 m-25.csv,200000000,941.51,253.32,GTY027 25C 5,681.14,3965365.71,1333.7130716444042,3.5411,55393405.89569161,1940729.406231628,0.03503538688135755,652.5730716444042,-25,25
GTY027 25C 5 01 m-35.csv,200000000,941.51,253.32,GTY027 25C 5,681.14,4678341.63,1323.079682238558,4.2170000000000005,55393405.89569161,2273502.6790963295,0.04104283970870905,641.939682238558,-35,25
